FID,Shape,地名,区划码,县级,县级码,县级类,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME
733,面,鄠邑区,610118,鄠邑区,610118,市辖区,西安市,610100,地级市,陕西省,610000,省,户县,2016年撤销户县，设立鄠邑区,Huyi
734,面,花都区,440114,花都区,440114,市辖区,广州市,440100,地级市,广东省,440000,省,花都市,2000年花都市更名为花都区,Huadu
735,面,花山区,340503,花山区,340503,市辖区,马鞍山市,340500,地级市,安徽省,340000,省,金家庄区(花山区),2012年撤销金家庄区，和花山区设立新的花山区,Huashan
736,面,花溪区,520111,花溪区,520111,市辖区,贵阳市,520100,地级市,贵州省,520000,省,小河区(花溪区),2012年撤销小河区，和花溪区设立新的花溪区,Huaxi
737,面,花垣县,433124,花垣县,433124,县,湘西土家族苗族自治州,433100,自治州,湖南省,430000,省, , ,Huayuan
738,面,华安县,350629,华安县,350629,县,漳州市,350600,地级市,福建省,350000,省, , ,Huaan
739,面,华池县,621023,华池县,621023,县,庆阳市,621000,地级市,甘肃省,620000,省, , ,Huachi
740,面,华龙区,410902,华龙区,410902,市辖区,濮阳市,410900,地级市,河南省,410000,省, , ,Hualong
741,面,华宁县,530424,华宁县,530424,县,玉溪市,530400,地级市,云南省,530000,省, , ,Huaning
742,面,华坪县,530723,华坪县,530723,县,丽江市,530700,地级市,云南省,530000,省, , ,Huaping
743,面,华容区,420703,华容区,420703,市辖区,鄂州市,420700,地级市,湖北省,420000,省, , ,Huarong
744,面,华容县,430623,华容县,430623,县,岳阳市,430600,地级市,湖南省,430000,省, , ,Huarong
745,面,华亭市,620881,华亭市,620881,县级市,平凉市,620800,地级市,甘肃省,620000,省,华亭县,2018年撤销华亭县，设立华亭市,Huating
746,面,华阴市,610582,华阴市,610582,县级市,渭南市,610500,地级市,陕西省,610000,省, , ,Huayin
747,面,华蓥市,511681,华蓥市,511681,县级市,广安市,511600,地级市,四川省,510000,省, , ,Huaying
748,面,华州区,610503,华州区,610503,市辖区,渭南市,610500,地级市,陕西省,610000,省,华县,2015年撤销华县，设立华州区,Huazhou
749,面,滑县,410526,滑县,410526,县,安阳市,410500,地级市,河南省,410000,省, , ,Huaxian
750,面,化德县,150922,化德县,150922,县,乌兰察布市,150900,地级市,内蒙古自治区,150000,自治区, , ,Huade
751,面,化隆回族自治县,630224,化隆回族自治县,630224,自治县,海东市,630200,地级市,青海省,630000,省, , ,Hualonghuizu
752,面,化州市,440982,化州市,440982,县级市,茂名市,440900,地级市,广东省,440000,省, , ,Huazhou
753,面,桦川县,230826,桦川县,230826,县,佳木斯市,230800,地级市,黑龙江省,230000,省, , ,Huachuan
754,面,桦甸市,220282,桦甸市,220282,县级市,吉林市,220200,地级市,吉林省,220000,省, , ,Huadian
755,面,怀安县,130728,怀安县,130728,县,张家口市,130700,地级市,河北省,130000,省, , ,Huaian
756,面,怀集县,441224,怀集县,441224,县,肇庆市,441200,地级市,广东省,440000,省, , ,Huaiji
757,面,怀来县,130730,怀来县,130730,县,张家口市,130700,地级市,河北省,130000,省, , ,Huailai
758,面,怀宁县,340822,怀宁县,340822,县,安庆市,340800,地级市,安徽省,340000,省, , ,Huaining
759,面,怀仁市,140681,怀仁市,140681,县级市,朔州市,140600,地级市,山西省,140000,省,怀仁县,2018年撤销怀仁县，设立怀仁市,Huairen
760,面,怀柔区,110116,怀柔区,110116,市辖区,不统计,0,不统计,北京市,110000,直辖市,怀柔县,2001年撤销怀柔县，设立怀柔区,Huairou
761,面,怀远县,340321,怀远县,340321,县,蚌埠市,340300,地级市,安徽省,340000,省, , ,Huaiyuan
762,面,淮安区,320803,淮安区,320803,市辖区,淮安市,320800,地级市,江苏省,320000,省,楚州区,2011年楚州区更名为淮安区,Huaian
763,面,淮滨县,411527,淮滨县,411527,县,信阳市,411500,地级市,河南省,410000,省, , ,Huaibin
764,面,淮上区,340311,淮上区,340311,市辖区,蚌埠市,340300,地级市,安徽省,340000,省,郊区,2004年郊区更名为淮上区,Huaishang
765,面,淮阳区,411603,淮阳区,411603,市辖区,周口市,411600,地级市,河南省,410000,省,淮阳县,2019年撤销淮阳县，设立淮阳区,Huaiyang
766,面,淮阴区,320804,淮阴区,320804,市辖区,淮安市,320800,地级市,江苏省,320000,省, , ,Huaiyin
767,面,槐荫区,370104,槐荫区,370104,市辖区,济南市,370100,地级市,山东省,370000,省, , ,Huaiyin
768,面,环翠区,371002,环翠区,371002,市辖区,威海市,371000,地级市,山东省,370000,省, , ,Huancui
769,面,环江毛南族自治县,451226,环江毛南族自治县,451226,自治县,河池市,451200,地级市,广西壮族自治区,450000,自治区, , ,Huanjiangmaonanzu
770,面,环县,621022,环县,621022,县,庆阳市,621000,地级市,甘肃省,620000,省, , ,Huanxian
771,面,桓仁满族自治县,210522,桓仁满族自治县,210522,自治县,本溪市,210500,地级市,辽宁省,210000,省, , ,Huanrenmanzu
772,面,桓台县,370321,桓台县,370321,县,淄博市,370300,地级市,山东省,370000,省, , ,Huantai
773,面,皇姑区,210105,皇姑区,210105,市辖区,沈阳市,210100,地级市,辽宁省,210000,省, , ,Huanggu
774,面,黄陂区,420116,黄陂区,420116,市辖区,武汉市,420100,地级市,湖北省,420000,省, , ,Huangpi
775,面,黄岛区,370211,黄岛区,370211,市辖区,青岛市,370200,地级市,山东省,370000,省,胶南市(黄岛区),2012年撤销胶南市，和黄岛区设立新的黄岛区,Huangdao
776,面,黄骅市,130983,黄骅市,130983,县级市,沧州市,130900,地级市,河北省,130000,省, , ,Huanghua
777,面,黄陵县,610632,黄陵县,610632,县,延安市,610600,地级市,陕西省,610000,省, , ,Huangling
778,面,黄龙县,610631,黄龙县,610631,县,延安市,610600,地级市,陕西省,610000,省, , ,Huanglong
779,面,黄梅县,421127,黄梅县,421127,县,黄冈市,421100,地级市,湖北省,420000,省, , ,Huangmei
780,面,黄平县,522622,黄平县,522622,县,黔东南苗族侗族自治州,522600,自治州,贵州省,520000,省, , ,Huangping
781,面,黄埔区,440112,黄埔区,440112,市辖区,广州市,440100,地级市,广东省,440000,省, ,2014年萝岗区并入黄埔区,Huangpu
782,面,黄浦区,310101,黄浦区,310101,市辖区,不统计,0,不统计,上海市,310000,直辖市,卢湾区(黄浦区),2011年撤销卢湾区，合并到黄浦区,Huangpu
783,面,黄山区,341003,黄山区,341003,市辖区,黄山市,341000,地级市,安徽省,340000,省, , ,Huangshan
784,面,黄石港区,420202,黄石港区,420202,市辖区,黄石市,420200,地级市,湖北省,420000,省, , ,Huangshigang
785,面,黄岩区,331003,黄岩区,331003,市辖区,台州市,331000,地级市,浙江省,330000,省, , ,Huangyan
786,面,黄州区,421102,黄州区,421102,市辖区,黄冈市,421100,地级市,湖北省,420000,省, , ,Huangzhou
787,面,湟源县,630123,湟源县,630123,县,西宁市,630100,地级市,青海省,630000,省, , ,Huangyuan
788,面,湟中区,630106,湟中区,630106,市辖区,西宁市,630100,地级市,青海省,630000,省,湟中县,2019年撤销湟中县，设立湟中区,Huangzhong
789,面,潢川县,411526,潢川县,411526,县,信阳市,411500,地级市,河南省,410000,省, , ,Huangchuan
790,面,珲春市,222404,珲春市,222404,县级市,延边朝鲜族自治州,222400,自治州,吉林省,220000,省, , ,Hunchun
791,面,辉南县,220523,辉南县,220523,县,通化市,220500,地级市,吉林省,220000,省, , ,Huinan
792,面,辉县市,410782,辉县市,410782,县级市,新乡市,410700,地级市,河南省,410000,省, , ,Huixian
793,面,徽县,621227,徽县,621227,县,陇南市,621200,地级市,甘肃省,620000,省, , ,Huixian
794,面,徽州区,341004,徽州区,341004,市辖区,黄山市,341000,地级市,安徽省,340000,省, , ,Huizhou
795,面,回民区,150103,回民区,150103,市辖区,呼和浩特市,150100,地级市,内蒙古自治区,150000,自治区, , ,Huimin
796,面,汇川区,520303,汇川区,520303,市辖区,遵义市,520300,地级市,贵州省,520000,省, ,2003年新设立汇川区,Huichuan
797,面,会昌县,360733,会昌县,360733,县,赣州市,360700,地级市,江西省,360000,省, , ,Huichang
798,面,会东县,513426,会东县,513426,县,凉山彝族自治州,513400,自治州,四川省,510000,省, , ,Huidong
799,面,会理市,513402,会理市,513402,县级市,凉山彝族自治州,513400,自治州,四川省,510000,省,会理县,2021年撤销会理县，设立会理市,Huili
800,面,会宁县,620422,会宁县,620422,县,白银市,620400,地级市,甘肃省,620000,省, , ,Huining
801,面,会同县,431225,会同县,431225,县,怀化市,431200,地级市,湖南省,430000,省, , ,Huitong
802,面,会泽县,530326,会泽县,530326,县,曲靖市,530300,地级市,云南省,530000,省, , ,Huize
803,面,惠安县,350521,惠安县,350521,县,泉州市,350500,地级市,福建省,350000,省, , ,Huian
804,面,惠城区,441302,惠城区,441302,市辖区,惠州市,441300,地级市,广东省,440000,省, , ,Huicheng
805,面,惠东县,441323,惠东县,441323,县,惠州市,441300,地级市,广东省,440000,省, , ,Huidong
806,面,惠济区,410108,惠济区,410108,市辖区,郑州市,410100,地级市,河南省,410000,省,邙山区,2003年邙山区更名为惠济区,Huiji
807,面,惠来县,445224,惠来县,445224,县,揭阳市,445200,地级市,广东省,440000,省, , ,Huilai
808,面,惠民县,371621,惠民县,371621,县,滨州市,371600,地级市,山东省,370000,省, , ,Huimin
809,面,惠农区,640205,惠农区,640205,市辖区,石嘴山市,640200,地级市,宁夏回族自治区,640000,自治区,惠农县和石嘴山区,2003年撤销惠农县和石嘴山区，设立惠农区,Huinong
810,面,惠山区,320206,惠山区,320206,市辖区,无锡市,320200,地级市,江苏省,320000,省,惠山区,2000年拆分锡山市，设立惠山区,Huishan
811,面,惠水县,522731,惠水县,522731,县,黔南布依族苗族自治州,522700,自治州,贵州省,520000,省, , ,Huishui
812,面,惠阳区,441303,惠阳区,441303,市辖区,惠州市,441300,地级市,广东省,440000,省,惠阳市,2003年撤销惠阳市，设立惠阳区,Huiyang
813,面,浑江区,220602,浑江区,220602,市辖区,白山市,220600,地级市,吉林省,220000,省, , ,Hunjiang
814,面,浑南区,210112,浑南区,210112,市辖区,沈阳市,210100,地级市,辽宁省,210000,省,东陵区,2014年东陵区更名为浑南区,Hunnan
815,面,浑源县,140225,浑源县,140225,县,大同市,140200,地级市,山西省,140000,省, , ,Hunyuan
816,面,获嘉县,410724,获嘉县,410724,县,新乡市,410700,地级市,河南省,410000,省, , ,Huojia
817,面,霍城县,654023,霍城县,654023,县,伊犁哈萨克自治州,654000,自治州,新疆维吾尔自治区,650000,自治区, , ,Huocheng
818,面,霍尔果斯市,654004,霍尔果斯市,654004,县级市,伊犁哈萨克自治州,654000,自治州,新疆维吾尔自治区,650000,自治区, ,2014年新设霍尔果斯市,Huoerguosi
819,面,霍林郭勒市,150581,霍林郭勒市,150581,县级市,通辽市,150500,地级市,内蒙古自治区,150000,自治区, , ,Huolinguole
820,面,霍山县,341525,霍山县,341525,县,六安市,341500,地级市,安徽省,340000,省, , ,Huoshan
821,面,霍州市,141082,霍州市,141082,县级市,临汾市,141000,地级市,山西省,140000,省, , ,Huozhou
822,面,鸡东县,230321,鸡东县,230321,县,鸡西市,230300,地级市,黑龙江省,230000,省, , ,Jidong
823,面,鸡冠区,230302,鸡冠区,230302,市辖区,鸡西市,230300,地级市,黑龙江省,230000,省, , ,Jiguan
824,面,鸡泽县,130431,鸡泽县,130431,县,邯郸市,130400,地级市,河北省,130000,省, , ,Jize
825,面,积石山保安族东乡族撒拉族自治县,622927,积石山保安族东乡族撒拉族自治县,622927,自治县,临夏回族自治州,622900,自治州,甘肃省,620000,省, , ,Jishishanbaoanzudongxiangzuandsalazu
826,面,吉安县,360821,吉安县,360821,县,吉安市,360800,地级市,江西省,360000,省, , ,Jian
827,面,吉隆县,540234,吉隆县,540234,县,日喀则市,540200,地级市,西藏自治区,540000,自治区, , ,Jilong
828,面,吉木乃县,654326,吉木乃县,654326,县,阿勒泰地区,654300,地区,新疆维吾尔自治区,650000,自治区, , ,Jimunai
829,面,吉木萨尔县,652327,吉木萨尔县,652327,县,昌吉回族自治州,652300,自治州,新疆维吾尔自治区,650000,自治区, , ,Jimusaer
830,面,吉首市,433101,吉首市,433101,县级市,湘西土家族苗族自治州,433100,自治州,湖南省,430000,省, , ,Jishou
831,面,吉水县,360822,吉水县,360822,县,吉安市,360800,地级市,江西省,360000,省, , ,Jishui
832,面,吉县,141028,吉县,141028,县,临汾市,141000,地级市,山西省,140000,省, , ,Jixian
833,面,吉阳区,460203,吉阳区,460203,市辖区,三亚市,460200,地级市,海南省,460000,省,吉阳镇,2014年撤销吉阳镇，新设吉阳区,Jiyang
834,面,吉州区,360802,吉州区,360802,市辖区,吉安市,360800,地级市,江西省,360000,省, , ,Jizhou
835,面,即墨区,370215,即墨区,370215,市辖区,青岛市,370200,地级市,山东省,370000,省,即墨市,2017年撤销即墨市，设立即墨区,Jimo
836,面,集安市,220582,集安市,220582,县级市,通化市,220500,地级市,吉林省,220000,省, , ,Jian
837,面,集美区,350211,集美区,350211,市辖区,厦门市,350200,地级市,福建省,350000,省, , ,Jimei
838,面,集宁区,150902,集宁区,150902,市辖区,乌兰察布市,150900,地级市,内蒙古自治区,150000,自治区, , ,Jining
839,面,集贤县,230521,集贤县,230521,县,双鸭山市,230500,地级市,黑龙江省,230000,省, , ,Jixian
840,面,济阳区,370115,济阳区,370115,市辖区,济南市,370100,地级市,山东省,370000,省,济阳县,2018年撤销济阳县，设立济阳区,Jiyang
841,面,济源市,419001,济源市,419001,县级市,不统计,0,不统计,河南省,410000,省, ,"省直辖市,省直管,是县级单位",Jiyuan
842,面,绩溪县,341824,绩溪县,341824,县,宣城市,341800,地级市,安徽省,340000,省, , ,Jixi
843,面,蓟州区,120119,蓟州区,120119,市辖区,不统计,0,不统计,天津市,120000,直辖市,蓟县,2016年撤销蓟县，设立蓟州区,Jizhou
844,面,稷山县,140824,稷山县,140824,县,运城市,140800,地级市,山西省,140000,省, , ,Jishan
845,面,冀州区,131103,冀州区,131103,市辖区,衡水市,131100,地级市,河北省,130000,省,冀州市,2016年撤销冀州市，设立冀州区,Jizhou
846,面,加查县,540528,加查县,540528,县,山南市,540500,地级市,西藏自治区,540000,自治区, , ,Jiacha
847,面,夹江县,511126,夹江县,511126,县,乐山市,511100,地级市,四川省,510000,省, , ,Jiajiang
848,面,佳县,610828,佳县,610828,县,榆林市,610800,地级市,陕西省,610000,省, , ,Jiaxian
849,面,嘉定区,310114,嘉定区,310114,市辖区,不统计,0,不统计,上海市,310000,直辖市, , ,Jiading
850,面,嘉禾县,431024,嘉禾县,431024,县,郴州市,431000,地级市,湖南省,430000,省, , ,Jiahe
851,面,嘉黎县,540621,嘉黎县,540621,县,那曲市,540600,地级市,西藏自治区,540000,自治区, , ,Jiali
852,面,嘉陵区,511304,嘉陵区,511304,市辖区,南充市,511300,地级市,四川省,510000,省, , ,Jialing
853,面,嘉善县,330421,嘉善县,330421,县,嘉兴市,330400,地级市,浙江省,330000,省, , ,Jiashan
854,面,嘉祥县,370829,嘉祥县,370829,县,济宁市,370800,地级市,山东省,370000,省, , ,Jiaxiang
855,面,嘉荫县,230722,嘉荫县,230722,县,伊春市,230700,地级市,黑龙江省,230000,省, , ,Jiayin
856,面,嘉鱼县,421221,嘉鱼县,421221,县,咸宁市,421200,地级市,湖北省,420000,省, , ,Jiayu
857,面,嘉峪关市,620200,不统计,0,不统计,嘉峪关市,620200,地级市,甘肃省,620000,省, , ,Jiayuguan
858,面,郏县,410425,郏县,410425,县,平顶山市,410400,地级市,河南省,410000,省, , ,Jiaxian
859,面,贾汪区,320305,贾汪区,320305,市辖区,徐州市,320300,地级市,江苏省,320000,省, , ,Jiawang
860,面,尖草坪区,140108,尖草坪区,140108,市辖区,太原市,140100,地级市,山西省,140000,省, , ,Jiancaoping
861,面,尖山区,230502,尖山区,230502,市辖区,双鸭山市,230500,地级市,黑龙江省,230000,省, , ,Jianshan
862,面,尖扎县,632322,尖扎县,632322,县,黄南藏族自治州,632300,自治州,青海省,630000,省, , ,Jianzha
863,面,监利市,421088,监利市,421088,县级市,荆州市,421000,地级市,湖北省,420000,省,监利县,2020年撤销监利县，设立监利市,Jianli
864,面,犍为县,511123,犍为县,511123,县,乐山市,511100,地级市,四川省,510000,省, , ,Qianwei
865,面,简阳市,510185,简阳市,510185,县级市,成都市,510100,地级市,四川省,510000,省, ,2016年资阳市简阳市改由成都市代管,Jianyang
866,面,建安区,411003,建安区,411003,市辖区,许昌市,411000,地级市,河南省,410000,省,许昌县,2016年撤销许昌县，设立建安区,Jianan
867,面,建昌县,211422,建昌县,211422,县,葫芦岛市,211400,地级市,辽宁省,210000,省, , ,Jianchang
868,面,建德市,330182,建德市,330182,县级市,杭州市,330100,地级市,浙江省,330000,省, , ,Jiande
869,面,建湖县,320925,建湖县,320925,县,盐城市,320900,地级市,江苏省,320000,省, , ,Jianhu
870,面,建华区,230203,建华区,230203,市辖区,齐齐哈尔市,230200,地级市,黑龙江省,230000,省, , ,Jianhua
871,面,建宁县,350430,建宁县,350430,县,三明市,350400,地级市,福建省,350000,省, , ,Jianning
872,面,建瓯市,350783,建瓯市,350783,县级市,南平市,350700,地级市,福建省,350000,省, , ,Jianou
873,面,建平县,211322,建平县,211322,县,朝阳市,211300,地级市,辽宁省,210000,省, , ,Jianping
